node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
14674 14675 16 1.5978 0.0510 -3.4865 1.7386 0.0752 -3.5438 0.0387 0.1539 0.4314 0.3922 0.1961 0.3029 4.0000 
14675 14676 16 1.7386 0.0752 -3.5438 2.1989 0.1455 -3.7259 0.0387 0.5000 0.4314 0.3922 0.1961 0.3874 4.0000 
14676 14677 16 2.1989 0.1455 -3.7259 2.3245 0.1734 -3.7829 0.0387 0.1407 0.4314 0.3922 0.1961 0.4112 4.0000 
14677 14678 16 2.3245 0.1734 -3.7829 2.7676 0.2537 -4.0001 0.0387 0.5000 0.4314 0.3922 0.1961 0.4963 4.0000 
14678 14679 16 2.7676 0.2537 -4.0001 2.9514 0.2836 -4.1196 0.0387 0.2213 0.4314 0.3922 0.1961 0.5341 4.0000 
14679 14680 16 2.9514 0.2836 -4.1196 3.3345 0.4197 -4.4108 0.0387 0.5000 0.4314 0.3922 0.1961 0.6199 4.0000 
14680 14681 16 3.3345 0.4197 -4.4108 3.4099 0.4415 -4.4720 0.0387 0.0995 0.4314 0.3922 0.1961 0.6371 4.0000 
14681 14682 16 3.4099 0.4415 -4.4720 3.7284 0.5346 -4.8460 0.0387 0.5000 0.4314 0.3922 0.1961 0.7235 4.0000 
14682 14683 16 3.7284 0.5346 -4.8460 3.8214 0.5707 -4.9588 0.0387 0.1506 0.4314 0.3922 0.1961 0.7496 4.0000 
14683 14684 16 3.8214 0.5707 -4.9588 4.1252 0.6819 -5.3400 0.0387 0.5000 0.4314 0.3922 0.1961 0.8367 4.0000 
14684 14685 16 4.1252 0.6819 -5.3400 4.1846 0.7065 -5.4170 0.0387 0.1003 0.4314 0.3922 0.1961 0.8542 4.0000 
14685 14686 16 4.1846 0.7065 -5.4170 4.4951 0.8763 -5.7702 0.0387 0.5000 0.4314 0.3922 0.1961 0.9419 4.0000 
14686 14687 16 4.4951 0.8763 -5.7702 4.5362 0.8992 -5.8174 0.0387 0.0667 0.4314 0.3922 0.1961 0.9537 4.0000 
14687 14688 16 4.5362 0.8992 -5.8174 4.7795 1.0882 -6.2112 0.0387 0.5000 0.4314 0.3922 0.1961 1.0420 4.0000 
14688 14689 16 4.7795 1.0882 -6.2112 4.8075 1.1128 -6.2587 0.0387 0.0604 0.4314 0.3922 0.1961 1.0527 4.0000 
14689 14690 16 4.8075 1.1128 -6.2587 4.9934 1.2842 -6.6901 0.0387 0.5000 0.4314 0.3922 0.1961 1.1416 4.0000 
14690 14691 16 4.9934 1.2842 -6.6901 4.9949 1.2856 -6.6936 0.0387 0.0041 0.4314 0.3922 0.1961 1.1423 4.0000 
14691 14692 16 4.9949 1.2856 -6.6936 5.1559 1.4049 -7.1517 0.0387 0.5000 0.4314 0.3922 0.1961 1.2318 4.0000 
14692 14693 16 5.1559 1.4049 -7.1517 5.2092 1.4533 -7.3047 0.0387 0.1690 0.4314 0.3922 0.1961 1.2621 4.0000 
14693 14694 16 5.2092 1.4533 -7.3047 5.3021 1.6345 -7.7613 0.0387 0.5000 0.4314 0.3922 0.1961 1.3523 4.0000 
14694 14695 16 5.3021 1.6345 -7.7613 5.3228 1.6890 -7.9204 0.0387 0.1694 0.4314 0.3922 0.1961 1.3830 4.0000 
14695 14696 16 5.3228 1.6890 -7.9204 5.3848 1.8501 -8.3896 0.0387 0.5000 0.4314 0.3922 0.1961 1.4739 4.0000 
14696 14697 16 5.3848 1.8501 -8.3896 5.4016 1.8843 -8.5210 0.0387 0.1368 0.4314 0.3922 0.1961 1.4989 4.0000 
14697 14698 16 5.4016 1.8843 -8.5210 5.4912 2.0217 -8.9933 0.0387 0.5000 0.4314 0.3922 0.1961 1.5906 4.0000 
14698 14699 16 5.4912 2.0217 -8.9933 5.5116 2.0514 -9.0966 0.0387 0.1094 0.4314 0.3922 0.1961 1.6107 4.0000 
14699 14700 16 5.5116 2.0514 -9.0966 5.5923 2.1706 -9.5754 0.0387 0.5000 0.4314 0.3922 0.1961 1.7030 4.0000 
14700 14701 16 5.5923 2.1706 -9.5754 5.5998 2.1821 -9.6234 0.0387 0.0499 0.4314 0.3922 0.1961 1.7123 4.0000 
14701 14702 16 5.5998 2.1821 -9.6234 5.6890 2.2884 -10.1038 0.0387 0.5000 0.4314 0.3922 0.1961 1.8053 4.0000 
14702 14703 16 5.6890 2.2884 -10.1038 5.6924 2.2929 -10.1229 0.0387 0.0200 0.4314 0.3922 0.1961 1.8090 4.0000 
14703 14704 16 5.6924 2.2929 -10.1229 5.7860 2.3799 -10.6063 0.0387 0.5000 0.4314 0.3922 0.1961 1.9027 4.0000 
14704 14705 16 5.7860 2.3799 -10.6063 5.8008 2.3925 -10.6813 0.0387 0.0775 0.4314 0.3922 0.1961 1.9172 4.0000 
14705 14706 16 5.8008 2.3925 -10.6813 5.8962 2.4713 -11.1658 0.0387 0.5000 0.4314 0.3922 0.1961 2.0115 4.0000 
14706 14707 16 5.8962 2.4713 -11.1658 5.9170 2.4843 -11.2849 0.0387 0.1217 0.4314 0.3922 0.1961 2.0346 4.0000 
14707 14708 16 5.9170 2.4843 -11.2849 5.9609 2.5447 -11.7793 0.0387 0.5000 0.4314 0.3922 0.1961 2.1297 4.0000 
14708 14709 16 5.9609 2.5447 -11.7793 5.9710 2.5583 -11.9083 0.0387 0.1301 0.4314 0.3922 0.1961 2.1545 4.0000 
14709 14710 16 5.9710 2.5583 -11.9083 6.0455 2.5901 -12.4017 0.0387 0.5000 0.4314 0.3922 0.1961 2.2504 4.0000 
14710 14711 16 6.0455 2.5901 -12.4017 6.0696 2.5954 -12.5904 0.0387 0.1903 0.4314 0.3922 0.1961 2.2870 4.0000 
14711 14712 16 6.0696 2.5954 -12.5904 6.1728 2.6367 -13.0282 0.0387 0.4517 0.4314 0.3922 0.1961 2.3744 4.0000 
14712 14713 16 6.1728 2.6367 -13.0282 6.2483 2.6396 -13.5224 0.0387 0.5000 0.4314 0.3922 0.1961 2.4717 4.0000 
14713 14714 16 6.2483 2.6396 -13.5224 6.2585 2.6365 -13.6672 0.0387 0.1452 0.4314 0.3922 0.1961 2.5001 4.0000 
14714 14715 16 6.2585 2.6365 -13.6672 6.3085 2.6627 -14.1640 0.0387 0.5000 0.4314 0.3922 0.1961 2.5982 4.0000 
14715 14716 16 6.3085 2.6627 -14.1640 6.3123 2.6657 -14.1997 0.0387 0.0360 0.4314 0.3922 0.1961 2.6053 4.0000 
14716 14717 16 6.3123 2.6657 -14.1997 6.3281 2.6751 -14.6994 0.0387 0.5000 0.4314 0.3922 0.1961 2.7042 4.0000 
14717 14718 16 6.3281 2.6751 -14.6994 6.3313 2.6772 -14.7950 0.0387 0.0957 0.4314 0.3922 0.1961 2.7232 4.0000 
14718 14719 16 6.3313 2.6772 -14.7950 6.3483 2.6819 -15.2947 0.0387 0.5000 0.4314 0.3922 0.1961 2.8228 4.0000 
14719 14720 16 6.3483 2.6819 -15.2947 6.3492 2.6791 -15.4716 0.0387 0.1770 0.4314 0.3922 0.1961 2.8583 4.0000 
14720 14721 16 6.3492 2.6791 -15.4716 6.3631 2.7292 -15.9509 0.0387 0.4821 0.4314 0.3922 0.1961 2.9552 4.0000 
14721 14722 16 6.3631 2.7292 -15.9509 6.3081 2.7204 -16.4478 0.0387 0.5000 0.4314 0.3922 0.1961 3.0565 4.0000 
14722 14723 16 6.3081 2.7204 -16.4478 6.2777 2.7228 -16.6067 0.0387 0.1618 0.4314 0.3922 0.1961 3.0894 4.0000 
14723 14724 16 6.2777 2.7228 -16.6067 6.2188 2.7635 -17.1015 0.0387 0.5000 0.4314 0.3922 0.1961 3.1916 4.0000 
14724 14725 16 6.2188 2.7635 -17.1015 6.2151 2.7660 -17.1345 0.0387 0.0333 0.4314 0.3922 0.1961 3.1985 4.0000 
14725 14726 16 6.2151 2.7660 -17.1345 6.1326 2.7872 -17.6272 0.0387 0.5000 0.4314 0.3922 0.1961 3.3014 4.0000 
14726 14727 16 6.1326 2.7872 -17.6272 6.1223 2.7895 -17.6894 0.0387 0.0631 0.4314 0.3922 0.1961 3.3145 4.0000 
14727 14728 16 6.1223 2.7895 -17.6894 6.0372 2.7902 -18.1821 0.0387 0.5000 0.4314 0.3922 0.1961 3.4182 4.0000 
14728 14729 16 6.0372 2.7902 -18.1821 6.0205 2.7909 -18.2751 0.0387 0.0944 0.4314 0.3922 0.1961 3.4379 4.0000 
14729 14730 16 6.0205 2.7909 -18.2751 5.9274 2.7829 -18.7663 0.0387 0.5000 0.4314 0.3922 0.1961 3.5426 4.0000 
14730 14731 16 5.9274 2.7829 -18.7663 5.9220 2.7826 -18.7964 0.0387 0.0306 0.4314 0.3922 0.1961 3.5490 4.0000 
14731 14732 16 5.9220 2.7826 -18.7964 5.8863 2.7839 -19.2951 0.0387 0.5000 0.4314 0.3922 0.1961 3.6545 4.0000 
14732 14733 16 5.8863 2.7839 -19.2951 5.8800 2.7796 -19.4519 0.0387 0.1569 0.4314 0.3922 0.1961 3.6877 4.0000 
14733 14734 16 5.8800 2.7796 -19.4519 5.8627 2.7317 -19.9493 0.0387 0.5000 0.4314 0.3922 0.1961 3.7942 4.0000 
14734 14735 16 5.8627 2.7317 -19.9493 5.8612 2.7253 -20.0187 0.0387 0.0697 0.4314 0.3922 0.1961 3.8091 4.0000 
14735 14736 16 5.8612 2.7253 -20.0187 5.8296 2.7346 -20.5176 0.0387 0.5000 0.4314 0.3922 0.1961 3.9165 4.0000 
14736 14737 16 5.8296 2.7346 -20.5176 5.8212 2.7335 -20.6717 0.0387 0.1543 0.4314 0.3922 0.1961 3.9498 4.0000 
14737 14738 16 5.8212 2.7335 -20.6717 5.7934 2.7300 -21.1709 0.0387 0.5000 0.4314 0.3922 0.1961 4.0582 4.0000 
14738 14739 16 5.7934 2.7300 -21.1709 5.7824 2.7391 -21.3226 0.0387 0.1524 0.4314 0.3922 0.1961 4.0913 4.0000 
14739 14740 16 5.7824 2.7391 -21.3226 5.7370 2.7701 -21.8196 0.0387 0.5000 0.4314 0.3922 0.1961 4.2008 4.0000 
14740 14741 16 5.7370 2.7701 -21.8196 5.7334 2.7737 -21.8955 0.0387 0.0761 0.4314 0.3922 0.1961 4.2175 4.0000 
14741 14742 16 5.7334 2.7737 -21.8955 5.7630 2.7829 -22.3945 0.0387 0.5000 0.4314 0.3922 0.1961 4.3279 4.0000 
14742 14743 16 5.7630 2.7829 -22.3945 5.7696 2.7867 -22.4787 0.0387 0.0845 0.4314 0.3922 0.1961 4.3467 4.0000 
14743 14744 16 5.7696 2.7867 -22.4787 5.8137 2.8400 -22.9739 0.0387 0.5000 0.4314 0.3922 0.1961 4.4580 4.0000 
14744 14745 16 5.8137 2.8400 -22.9739 5.8310 2.8579 -23.1393 0.0387 0.1672 0.4314 0.3922 0.1961 4.4955 4.0000 
14745 14746 16 5.8310 2.8579 -23.1393 5.8830 2.9047 -23.6343 0.0387 0.5000 0.4314 0.3922 0.1961 4.6080 4.0000 
14746 14747 16 5.8830 2.9047 -23.6343 5.8911 2.9120 -23.7119 0.0387 0.0783 0.4314 0.3922 0.1961 4.6257 4.0000 
14747 14748 16 5.8911 2.9120 -23.7119 5.8745 2.9603 -24.2093 0.0387 0.5000 0.4314 0.3922 0.1961 4.7392 4.0000 
14748 14749 16 5.8745 2.9603 -24.2093 5.8683 2.9828 -24.4745 0.0387 0.2662 0.4314 0.3922 0.1961 4.8000 4.0000 
14749 14750 16 5.8683 2.9828 -24.4745 5.8597 3.0253 -24.9726 0.0387 0.5000 0.4314 0.3922 0.1961 4.9149 4.0000 
14750 14751 16 5.8597 3.0253 -24.9726 5.8589 3.0273 -24.9919 0.0387 0.0194 0.4314 0.3922 0.1961 4.9194 4.0000 
14751 14752 16 5.8589 3.0273 -24.9919 5.8031 3.0562 -25.4880 0.0387 0.5000 0.4314 0.3922 0.1961 5.0352 4.0000 
14752 14753 16 5.8031 3.0562 -25.4880 5.7964 3.0642 -25.5875 0.0387 0.1001 0.4314 0.3922 0.1961 5.0585 4.0000 
14753 14754 16 5.7964 3.0642 -25.5875 5.7783 3.0810 -26.0869 0.0387 0.5000 0.4314 0.3922 0.1961 5.1755 4.0000 
14754 14755 16 5.7783 3.0810 -26.0869 5.7718 3.0870 -26.1671 0.0387 0.0807 0.4314 0.3922 0.1961 5.1944 4.0000 
14755 14756 16 5.7718 3.0870 -26.1671 5.7480 3.1036 -26.6662 0.0387 0.5000 0.4314 0.3922 0.1961 5.3125 4.0000 
14756 14757 16 5.7480 3.1036 -26.6662 5.7349 3.1098 -26.8349 0.0387 0.1693 0.4314 0.3922 0.1961 5.3527 4.0000 
14757 14758 16 5.7349 3.1098 -26.8349 5.6992 3.1242 -27.3335 0.0387 0.5000 0.4314 0.3922 0.1961 5.4720 4.0000 
14758 14759 16 5.6992 3.1242 -27.3335 5.6933 3.1232 -27.4145 0.0387 0.0813 0.4314 0.3922 0.1961 5.4915 4.0000 
14759 14760 16 5.6933 3.1232 -27.4145 5.6984 3.1282 -27.9145 0.0387 0.5000 0.4314 0.3922 0.1961 5.6119 4.0000 
14760 14761 16 5.6984 3.1282 -27.9145 5.6981 3.1249 -28.1634 0.0387 0.2489 0.4314 0.3922 0.1961 5.6723 4.0000 
14761 14762 16 5.6981 3.1249 -28.1634 5.7078 3.0966 -28.6625 0.0387 0.5000 0.4314 0.3922 0.1961 5.7942 4.0000 
14762 14763 16 5.7078 3.0966 -28.6625 5.7066 3.0931 -28.7297 0.0387 0.0674 0.4314 0.3922 0.1961 5.8107 4.0000 
14763 14764 16 5.7066 3.0931 -28.7297 5.7171 3.0782 -29.2294 0.0387 0.5000 0.4314 0.3922 0.1961 5.9339 4.0000 
14764 14765 16 5.7171 3.0782 -29.2294 5.7179 3.0742 -29.3559 0.0387 0.1266 0.4314 0.3922 0.1961 5.9652 4.0000 
14765 14766 16 5.7179 3.0742 -29.3559 5.7137 3.0987 -29.8553 0.0387 0.5000 0.4314 0.3922 0.1961 6.0896 4.0000 
14766 14767 16 5.7137 3.0987 -29.8553 5.7112 3.1037 -29.9301 0.0387 0.0750 0.4314 0.3922 0.1961 6.1084 4.0000 
14767 14768 16 5.7112 3.1037 -29.9301 5.7065 3.0667 -30.4287 0.0387 0.5000 0.4314 0.3922 0.1961 6.2340 4.0000 
14768 14769 16 5.7065 3.0667 -30.4287 5.7064 3.0656 -30.4417 0.0387 0.0130 0.4314 0.3922 0.1961 6.2373 4.0000 
14769 14770 16 5.7064 3.0656 -30.4417 5.7080 3.0349 -30.9407 0.0387 0.5000 0.4314 0.3922 0.1961 6.3641 4.0000 
14770 14771 16 5.7080 3.0349 -30.9407 5.7105 3.0257 -31.0495 0.0387 0.1092 0.4314 0.3922 0.1961 6.3919 4.0000 
14771 14772 16 5.7105 3.0257 -31.0495 5.7312 2.9661 -31.5455 0.0387 0.5000 0.4314 0.3922 0.1961 6.5201 4.0000 
14772 14773 16 5.7312 2.9661 -31.5455 5.7329 2.9621 -31.5797 0.0387 0.0344 0.4314 0.3922 0.1961 6.5289 4.0000 
14773 14774 16 5.7329 2.9621 -31.5797 5.7221 2.9805 -32.0792 0.0387 0.5000 0.4314 0.3922 0.1961 6.6582 4.0000 
14774 14775 16 5.7221 2.9805 -32.0792 5.7210 2.9820 -32.1185 0.0387 0.0393 0.4314 0.3922 0.1961 6.6684 4.0000 
14775 14776 16 5.7210 2.9820 -32.1185 5.7055 3.0136 -32.6172 0.0387 0.5000 0.4314 0.3922 0.1961 6.7990 4.0000 
14776 14777 16 5.7055 3.0136 -32.6172 5.7053 3.0176 -32.6889 0.0387 0.0718 0.4314 0.3922 0.1961 6.8179 4.0000 
14777 14778 16 5.7053 3.0176 -32.6889 5.7005 3.0261 -33.1888 0.0387 0.5000 0.4314 0.3922 0.1961 6.9498 4.0000 
14778 14779 16 5.7005 3.0261 -33.1888 5.6829 3.0191 -33.3374 0.0387 0.1498 0.4314 0.3922 0.1961 6.9895 4.0000 
14779 14780 16 5.6829 3.0191 -33.3374 5.7110 2.9718 -33.8344 0.0387 0.5000 0.4314 0.3922 0.1961 7.1230 4.0000 
14780 14781 16 5.7110 2.9718 -33.8344 5.7129 2.9668 -33.8891 0.0387 0.0550 0.4314 0.3922 0.1961 7.1377 4.0000 
14781 14782 16 5.7129 2.9668 -33.8891 5.6965 2.9134 -34.3859 0.0387 0.5000 0.4314 0.3922 0.1961 7.2726 4.0000 
14782 14783 16 5.6965 2.9134 -34.3859 5.6935 2.9035 -34.5053 0.0387 0.1198 0.4314 0.3922 0.1961 7.3051 4.0000 
14783 14784 16 5.6935 2.9035 -34.5053 5.6807 2.8837 -35.0048 0.0387 0.5000 0.4314 0.3922 0.1961 7.4415 4.0000 
14784 14785 16 5.6807 2.8837 -35.0048 5.6772 2.8817 -35.0799 0.0387 0.0752 0.4314 0.3922 0.1961 7.4621 4.0000 
14785 14786 16 5.6772 2.8817 -35.0799 5.5845 2.8526 -35.5704 0.0387 0.5000 0.4314 0.3922 0.1961 7.6000 4.0000 
14786 14787 16 5.5845 2.8526 -35.5704 5.5648 2.8439 -35.6705 0.0387 0.1024 0.4314 0.3922 0.1961 7.6284 4.0000 
14787 14788 16 5.5648 2.8439 -35.6705 5.4542 2.8007 -36.1561 0.0387 0.5000 0.4314 0.3922 0.1961 7.7678 4.0000 
14788 14789 16 5.4542 2.8007 -36.1561 5.4169 2.7940 -36.3101 0.0387 0.1585 0.4314 0.3922 0.1961 7.8123 4.0000 
14789 14790 16 5.4169 2.7940 -36.3101 5.3633 2.7601 -36.8061 0.0387 0.5000 0.4314 0.3922 0.1961 7.9535 4.0000 
14790 14791 16 5.3633 2.7601 -36.8061 5.3385 2.7558 -36.9984 0.0387 0.1940 0.4314 0.3922 0.1961 8.0087 4.0000 
14791 14792 16 5.3385 2.7558 -36.9984 5.4003 2.7480 -37.4945 0.0387 0.5000 0.4314 0.3922 0.1961 8.1518 4.0000 
14792 14793 16 5.4003 2.7480 -37.4945 5.4110 2.7505 -37.5731 0.0387 0.0793 0.4314 0.3922 0.1961 8.1746 4.0000 
14793 14794 16 5.4110 2.7505 -37.5731 5.4591 2.7521 -38.0707 0.0387 0.5000 0.4314 0.3922 0.1961 8.3194 4.0000 
14794 14795 16 5.4591 2.7521 -38.0707 5.4769 2.7573 -38.2291 0.0387 0.1594 0.4314 0.3922 0.1961 8.3658 4.0000 
14795 14796 16 5.4769 2.7573 -38.2291 5.5088 2.7948 -38.7267 0.0387 0.5000 0.4314 0.3922 0.1961 8.5125 4.0000 
14796 14797 16 5.5088 2.7948 -38.7267 5.5152 2.8033 -38.8293 0.0387 0.1032 0.4314 0.3922 0.1961 8.5430 4.0000 
14797 14798 16 5.5152 2.8033 -38.8293 5.5046 2.8376 -39.3280 0.0387 0.5000 0.4314 0.3922 0.1961 8.6914 4.0000 
14798 14799 16 5.5046 2.8376 -39.3280 5.5138 2.8567 -39.4788 0.0387 0.1522 0.4314 0.3922 0.1961 8.7369 4.0000 
14799 14800 16 5.5138 2.8567 -39.4788 5.4376 2.8893 -39.9718 0.0387 0.5000 0.4314 0.3922 0.1961 8.8874 4.0000 
14800 14801 16 5.4376 2.8893 -39.9718 5.4031 2.8775 -40.1322 0.0387 0.1644 0.4314 0.3922 0.1961 8.9372 4.0000 
14801 14802 16 5.4031 2.8775 -40.1322 5.3090 2.9103 -40.6221 0.0387 0.5000 0.4314 0.3922 0.1961 9.0897 4.0000 
14802 14803 16 5.3090 2.9103 -40.6221 5.2924 2.9121 -40.7065 0.0387 0.0861 0.4314 0.3922 0.1961 9.1162 4.0000 
14803 14804 16 5.2924 2.9121 -40.7065 5.2235 2.9250 -41.2016 0.0387 0.5000 0.4314 0.3922 0.1961 9.2706 4.0000 
14804 14805 16 5.2235 2.9250 -41.2016 5.2160 2.9250 -41.2479 0.0387 0.0469 0.4314 0.3922 0.1961 9.2851 4.0000 
14805 14806 16 5.2160 2.9250 -41.2479 5.1458 2.9175 -41.7429 0.0387 0.5000 0.4314 0.3922 0.1961 9.4413 4.0000 
14806 14807 16 5.1458 2.9175 -41.7429 5.1401 2.9179 -41.7945 0.0387 0.0519 0.4314 0.3922 0.1961 9.4577 4.0000 
14807 14808 16 5.1401 2.9179 -41.7945 5.1273 2.9624 -42.2923 0.0387 0.5000 0.4314 0.3922 0.1961 9.6157 4.0000 
14808 14809 16 5.1273 2.9624 -42.2923 5.1247 2.9681 -42.3704 0.0387 0.0783 0.4314 0.3922 0.1961 9.6406 4.0000 
14809 14810 16 5.1247 2.9681 -42.3704 5.1247 2.9365 -42.8648 0.0387 0.4954 0.4314 0.3922 0.1961 9.7992 4.0000 
14810 14811 16 5.1247 2.9365 -42.8648 5.0720 2.9056 -43.3610 0.0387 0.5000 0.4314 0.3922 0.1961 9.9610 4.0000 
14811 14812 16 5.0720 2.9056 -43.3610 5.0613 2.9013 -43.4641 0.0387 0.1037 0.4314 0.3922 0.1961 9.9948 4.0000 
14812 14813 16 5.0613 2.9013 -43.4641 5.0289 2.9183 -43.9628 0.0387 0.5000 0.4314 0.3922 0.1961 10.1588 4.0000 
14813 14814 16 5.0289 2.9183 -43.9628 5.0220 2.9218 -44.0683 0.0387 0.1058 0.4314 0.3922 0.1961 10.1938 4.0000 
14814 14815 16 5.0220 2.9218 -44.0683 5.0687 2.9350 -44.5659 0.0387 0.5000 0.4314 0.3922 0.1961 10.3600 4.0000 
14815 14816 16 5.0687 2.9350 -44.5659 5.0692 2.9352 -44.5711 0.0387 0.0052 0.4314 0.3922 0.1961 10.3618 4.0000 
14816 14817 16 5.0692 2.9352 -44.5711 5.0956 2.9173 -45.0701 0.0387 0.5000 0.4314 0.3922 0.1961 10.5299 4.0000 
14817 14818 16 5.0956 2.9173 -45.0701 5.1049 2.9138 -45.1818 0.0387 0.1122 0.4314 0.3922 0.1961 10.5679 4.0000 
14818 14819 16 5.1049 2.9138 -45.1818 5.1357 2.9008 -45.6807 0.0387 0.5000 0.4314 0.3922 0.1961 10.7385 4.0000 
14819 14820 16 5.1357 2.9008 -45.6807 5.1503 2.9006 -45.8905 0.0387 0.2103 0.4314 0.3922 0.1961 10.8108 4.0000 
14820 14821 16 5.1503 2.9006 -45.8905 5.1159 2.9067 -46.3893 0.0387 0.5000 0.4314 0.3922 0.1961 10.9843 4.0000 
14821 14822 16 5.1159 2.9067 -46.3893 5.1059 2.9072 -46.5155 0.0387 0.1267 0.4314 0.3922 0.1961 11.0285 4.0000 
14822 14823 16 5.1059 2.9072 -46.5155 5.0617 2.8906 -47.0133 0.0387 0.5000 0.4314 0.3922 0.1961 11.2046 4.0000 
14823 14824 16 5.0617 2.8906 -47.0133 5.0492 2.8870 -47.1186 0.0387 0.1061 0.4314 0.3922 0.1961 11.2422 4.0000 
14824 14825 16 5.0492 2.8870 -47.1186 5.0789 2.8689 -47.6174 0.0387 0.5000 0.4314 0.3922 0.1961 11.4209 4.0000 
14825 14826 16 5.0789 2.8689 -47.6174 5.0908 2.8600 -47.7587 0.0387 0.1421 0.4314 0.3922 0.1961 11.4720 4.0000 
14826 14827 16 5.0908 2.8600 -47.7587 5.1145 2.8215 -48.2566 0.0387 0.5000 0.4314 0.3922 0.1961 11.6535 4.0000 
14827 14828 16 5.1145 2.8215 -48.2566 5.1182 2.8174 -48.3229 0.0387 0.0665 0.4314 0.3922 0.1961 11.6778 4.0000 
14828 14829 16 5.1182 2.8174 -48.3229 5.1157 2.8024 -48.8227 0.0387 0.5000 0.4314 0.3922 0.1961 11.8619 4.0000 
14829 14830 16 5.1157 2.8024 -48.8227 5.1156 2.7973 -48.9388 0.0387 0.1163 0.4314 0.3922 0.1961 11.9051 4.0000 
14830 14831 16 5.1156 2.7973 -48.9388 5.0122 2.7430 -49.4250 0.0387 0.5000 0.4314 0.3922 0.1961 12.0920 4.0000 
14831 14832 16 5.0122 2.7430 -49.4250 4.9933 2.7273 -49.5422 0.0387 0.1198 0.4314 0.3922 0.1961 12.1372 4.0000 
14832 14833 16 4.9933 2.7273 -49.5422 4.9216 2.6649 -50.0331 0.0387 0.5000 0.4314 0.3922 0.1961 12.3271 4.0000 
14833 14834 16 4.9216 2.6649 -50.0331 4.9167 2.6602 -50.0687 0.0387 0.0362 0.4314 0.3922 0.1961 12.3410 4.0000 
14834 14835 16 4.9167 2.6602 -50.0687 4.8850 2.5497 -50.5553 0.0387 0.5000 0.4314 0.3922 0.1961 12.5336 4.0000 
14835 14836 16 4.8850 2.5497 -50.5553 4.8721 2.5074 -50.7392 0.0387 0.1891 0.4314 0.3922 0.1961 12.6072 4.0000 
14836 14837 16 4.8721 2.5074 -50.7392 4.8297 2.4318 -51.2316 0.0387 0.5000 0.4314 0.3922 0.1961 12.8034 4.0000 
14837 14838 16 4.8297 2.4318 -51.2316 4.8155 2.3991 -51.4177 0.0387 0.1895 0.4314 0.3922 0.1961 12.8784 4.0000 
14838 14839 16 4.8155 2.3991 -51.4177 4.7784 2.3815 -51.9160 0.0387 0.5000 0.4314 0.3922 0.1961 13.0783 4.0000 
14839 14840 16 4.7784 2.3815 -51.9160 4.7643 2.3715 -52.0189 0.0387 0.1043 0.4314 0.3922 0.1961 13.1203 4.0000 
14840 14841 16 4.7643 2.3715 -52.0189 4.6941 2.3283 -52.5121 0.0387 0.5000 0.4314 0.3922 0.1961 13.3236 4.0000 
14841 14842 16 4.6941 2.3283 -52.5121 4.6724 2.3133 -52.6692 0.0387 0.1594 0.4314 0.3922 0.1961 13.3889 4.0000 
14842 14843 16 4.6724 2.3133 -52.6692 4.6565 2.2999 -53.1688 0.0387 0.5000 0.4314 0.3922 0.1961 13.5959 4.0000 
14843 14844 16 4.6565 2.2999 -53.1688 4.6589 2.2994 -53.3167 0.0387 0.1479 0.4314 0.3922 0.1961 13.6577 4.0000 
14844 14845 16 4.6589 2.2994 -53.3167 4.6566 2.2512 -53.8059 0.0387 0.4916 0.4314 0.3922 0.1961 13.8650 4.0000 
14845 14846 16 4.6566 2.2512 -53.8059 4.6578 2.1968 -54.3029 0.0387 0.5000 0.4314 0.3922 0.1961 14.0789 4.0000 
14846 14847 16 4.6578 2.1968 -54.3029 4.6580 2.1919 -54.3508 0.0387 0.0482 0.4314 0.3922 0.1961 14.0997 4.0000 
14847 14848 16 4.6580 2.1919 -54.3508 4.6708 2.1439 -54.8484 0.0387 0.5000 0.4314 0.3922 0.1961 14.3171 4.0000 
14848 14849 16 4.6708 2.1439 -54.8484 4.6696 2.1375 -54.9173 0.0387 0.0692 0.4314 0.3922 0.1961 14.3474 4.0000 
14849 14850 16 4.6696 2.1375 -54.9173 4.6444 2.1410 -55.4166 0.0387 0.5000 0.4314 0.3922 0.1961 14.5685 4.0000 
14850 14851 16 4.6444 2.1410 -55.4166 4.6392 2.1416 -55.5120 0.0387 0.0955 0.4314 0.3922 0.1961 14.6111 4.0000 
14851 14852 16 4.6392 2.1416 -55.5120 4.6186 2.1530 -56.0115 0.0387 0.5000 0.4314 0.3922 0.1961 14.8363 4.0000 
14852 14853 16 4.6186 2.1530 -56.0115 4.6151 2.1544 -56.1015 0.0387 0.0901 0.4314 0.3922 0.1961 14.8772 4.0000 
14853 14854 16 4.6151 2.1544 -56.1015 4.6115 2.1762 -56.6010 0.0387 0.5000 0.4314 0.3922 0.1961 15.1065 4.0000 
14854 14855 16 4.6115 2.1762 -56.6010 4.6083 2.1774 -56.6902 0.0387 0.0893 0.4314 0.3922 0.1961 15.1478 4.0000 
14855 14856 16 4.6083 2.1774 -56.6902 4.6104 2.1929 -57.1444 0.0387 0.4544 0.4314 0.3922 0.1961 15.3600 4.0000 
14669 14857 3727 0.0972 -0.0074 -3.1108 0.2081 -0.1131 -2.9415 0.0329 0.2283 0.5490 0.4902 0.1569 3.3276 2.0000 
