node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
4048 4049 4 -8.2663 1.7084 -27.5296 -8.2202 1.7487 -28.0259 0.0433 0.5000 0.4314 0.3922 0.1961 5.9376 4.0000 
4049 4050 4 -8.2202 1.7487 -28.0259 -8.2101 1.7546 -28.1036 0.0433 0.0785 0.4314 0.3922 0.1961 5.9578 4.0000 
4050 4051 4 -8.2101 1.7546 -28.1036 -8.1707 1.7809 -28.6013 0.0433 0.5000 0.4314 0.3922 0.1961 6.0874 4.0000 
4051 4052 4 -8.1707 1.7809 -28.6013 -8.1701 1.7815 -28.6099 0.0433 0.0086 0.4314 0.3922 0.1961 6.0896 4.0000 
4052 4053 4 -8.1701 1.7815 -28.6099 -8.1551 1.7601 -29.1092 0.0433 0.5000 0.4314 0.3922 0.1961 6.2203 4.0000 
4053 4054 4 -8.1551 1.7601 -29.1092 -8.1583 1.7626 -29.2483 0.0433 0.1391 0.4314 0.3922 0.1961 6.2568 4.0000 
4054 4055 4 -8.1583 1.7626 -29.2483 -8.1712 1.8014 -29.7466 0.0433 0.5000 0.4314 0.3922 0.1961 6.3889 4.0000 
4055 4056 4 -8.1712 1.8014 -29.7466 -8.1740 1.8105 -29.8617 0.0433 0.1155 0.4314 0.3922 0.1961 6.4196 4.0000 
4056 4057 4 -8.1740 1.8105 -29.8617 -8.1893 1.8409 -30.3606 0.0433 0.5000 0.4314 0.3922 0.1961 6.5531 4.0000 
4057 4058 4 -8.1893 1.8409 -30.3606 -8.1884 1.8449 -30.4407 0.0433 0.0802 0.4314 0.3922 0.1961 6.5746 4.0000 
4058 4059 4 -8.1884 1.8449 -30.4407 -8.1911 1.8654 -30.9403 0.0433 0.5000 0.4314 0.3922 0.1961 6.7095 4.0000 
4059 4060 4 -8.1911 1.8654 -30.9403 -8.1954 1.8748 -31.1023 0.0433 0.1623 0.4314 0.3922 0.1961 6.7536 4.0000 
4060 4061 4 -8.1954 1.8748 -31.1023 -8.2012 1.8787 -31.6022 0.0433 0.5000 0.4314 0.3922 0.1961 6.8900 4.0000 
4061 4062 4 -8.2012 1.8787 -31.6022 -8.2063 1.8824 -31.7230 0.0433 0.1210 0.4314 0.3922 0.1961 6.9232 4.0000 
4062 4063 4 -8.2063 1.8824 -31.7230 -8.2372 1.9049 -32.2215 0.0433 0.5000 0.4314 0.3922 0.1961 7.0612 4.0000 
4063 4064 4 -8.2372 1.9049 -32.2215 -8.2436 1.9081 -32.3384 0.0433 0.1171 0.4314 0.3922 0.1961 7.0937 4.0000 
4064 4065 4 -8.2436 1.9081 -32.3384 -8.2916 1.8665 -32.8344 0.0433 0.5000 0.4314 0.3922 0.1961 7.2332 4.0000 
4065 4066 4 -8.2916 1.8665 -32.8344 -8.2931 1.8648 -32.8595 0.0433 0.0253 0.4314 0.3922 0.1961 7.2403 4.0000 
4066 4067 4 -8.2931 1.8648 -32.8595 -8.2991 1.8463 -33.3592 0.0433 0.5000 0.4314 0.3922 0.1961 7.3812 4.0000 
4067 4068 4 -8.2991 1.8463 -33.3592 -8.3002 1.8415 -33.4144 0.0433 0.0554 0.4314 0.3922 0.1961 7.3969 4.0000 
4068 4069 4 -8.3002 1.8415 -33.4144 -8.3208 1.8113 -33.9072 0.0433 0.4941 0.4314 0.3922 0.1961 7.5375 4.0000 
4069 4070 4 -8.3208 1.8113 -33.9072 -8.3274 1.7747 -34.4058 0.0433 0.5000 0.4314 0.3922 0.1961 7.6812 4.0000 
4070 4071 4 -8.3274 1.7747 -34.4058 -8.3281 1.7719 -34.4594 0.0433 0.0537 0.4314 0.3922 0.1961 7.6967 4.0000 
4071 4072 4 -8.3281 1.7719 -34.4594 -8.3166 1.7666 -34.9592 0.0433 0.5000 0.4314 0.3922 0.1961 7.8418 4.0000 
4072 4073 4 -8.3166 1.7666 -34.9592 -8.3148 1.7704 -35.1643 0.0433 0.2051 0.4314 0.3922 0.1961 7.9018 4.0000 
4073 4074 4 -8.3148 1.7704 -35.1643 -8.3052 1.7762 -35.6642 0.0433 0.5000 0.4314 0.3922 0.1961 8.0489 4.0000 
4074 4075 4 -8.3052 1.7762 -35.6642 -8.3062 1.7754 -35.7192 0.0433 0.0550 0.4314 0.3922 0.1961 8.0652 4.0000 
4075 4076 4 -8.3062 1.7754 -35.7192 -8.3161 1.7696 -36.2190 0.0433 0.5000 0.4314 0.3922 0.1961 8.2138 4.0000 
4076 4077 4 -8.3161 1.7696 -36.2190 -8.3166 1.7697 -36.2680 0.0433 0.0489 0.4314 0.3922 0.1961 8.2285 4.0000 
4077 4078 4 -8.3166 1.7697 -36.2680 -8.3055 1.7788 -36.7677 0.0433 0.5000 0.4314 0.3922 0.1961 8.3788 4.0000 
4078 4079 4 -8.3055 1.7788 -36.7677 -8.3031 1.7791 -36.8886 0.0433 0.1209 0.4314 0.3922 0.1961 8.4153 4.0000 
4079 4080 4 -8.3031 1.7791 -36.8886 -8.3035 1.7309 -37.3863 0.0433 0.5000 0.4314 0.3922 0.1961 8.5675 4.0000 
4080 4081 4 -8.3035 1.7309 -37.3863 -8.3068 1.7204 -37.5622 0.0433 0.1762 0.4314 0.3922 0.1961 8.6214 4.0000 
4081 4082 4 -8.3068 1.7204 -37.5622 -8.3093 1.7059 -38.0619 0.0433 0.5000 0.4314 0.3922 0.1961 8.7756 4.0000 
4082 4083 4 -8.3093 1.7059 -38.0619 -8.2948 1.6992 -38.1887 0.0433 0.1278 0.4314 0.3922 0.1961 8.8153 4.0000 
4083 4084 4 -8.2948 1.6992 -38.1887 -8.2566 1.6927 -38.6872 0.0433 0.5000 0.4314 0.3922 0.1961 8.9715 4.0000 
4084 4085 4 -8.2566 1.6927 -38.6872 -8.2541 1.6884 -38.7665 0.0433 0.0795 0.4314 0.3922 0.1961 8.9965 4.0000 
4085 4086 4 -8.2541 1.6884 -38.7665 -8.2426 1.7290 -39.2648 0.0433 0.5000 0.4314 0.3922 0.1961 9.1545 4.0000 
4086 4087 4 -8.2426 1.7290 -39.2648 -8.2427 1.7327 -39.3736 0.0433 0.1089 0.4314 0.3922 0.1961 9.1891 4.0000 
4087 4088 4 -8.2427 1.7327 -39.3736 -8.2443 1.7505 -39.8733 0.0433 0.5000 0.4314 0.3922 0.1961 9.3492 4.0000 
4088 4089 4 -8.2443 1.7505 -39.8733 -8.2453 1.7521 -39.9766 0.0433 0.1033 0.4314 0.3922 0.1961 9.3825 4.0000 
4089 4090 4 -8.2453 1.7521 -39.9766 -8.2452 1.7821 -40.4757 0.0433 0.5000 0.4314 0.3922 0.1961 9.5445 4.0000 
4090 4091 4 -8.2452 1.7821 -40.4757 -8.2380 1.7868 -40.5778 0.0433 0.1024 0.4314 0.3922 0.1961 9.5780 4.0000 
4091 4092 4 -8.2380 1.7868 -40.5778 -8.1974 1.8203 -41.0750 0.0433 0.5000 0.4314 0.3922 0.1961 9.7421 4.0000 
4092 4093 4 -8.1974 1.8203 -41.0750 -8.1938 1.8231 -41.1189 0.0433 0.0442 0.4314 0.3922 0.1961 9.7567 4.0000 
4093 4094 4 -8.1938 1.8231 -41.1189 -8.1178 1.8625 -41.6115 0.0433 0.5000 0.4314 0.3922 0.1961 9.9228 4.0000 
4094 4095 4 -8.1178 1.8625 -41.6115 -8.1082 1.8674 -41.6737 0.0433 0.0631 0.4314 0.3922 0.1961 9.9439 4.0000 
4095 4096 4 -8.1082 1.8674 -41.6737 -8.0338 1.8272 -42.1665 0.0433 0.5000 0.4314 0.3922 0.1961 10.1121 4.0000 
4096 4097 4 -8.0338 1.8272 -42.1665 -8.0221 1.8055 -42.3644 0.0433 0.1994 0.4314 0.3922 0.1961 10.1797 4.0000 
4097 4098 4 -8.0221 1.8055 -42.3644 -7.9683 1.7762 -42.8607 0.0433 0.5000 0.4314 0.3922 0.1961 10.3504 4.0000 
4098 4099 4 -7.9683 1.7762 -42.8607 -7.9528 1.7755 -43.0668 0.0433 0.2067 0.4314 0.3922 0.1961 10.4216 4.0000 
4099 4100 4 -7.9528 1.7755 -43.0668 -7.9243 1.7588 -43.5657 0.0433 0.5000 0.4314 0.3922 0.1961 10.5951 4.0000 
4100 4101 4 -7.9243 1.7588 -43.5657 -7.9254 1.7582 -43.6274 0.0433 0.0617 0.4314 0.3922 0.1961 10.6167 4.0000 
4101 4102 4 -7.9254 1.7582 -43.6274 -7.9416 1.7526 -44.1271 0.0433 0.5000 0.4314 0.3922 0.1961 10.7924 4.0000 
4102 4103 4 -7.9416 1.7526 -44.1271 -7.9342 1.7499 -44.2423 0.0433 0.1154 0.4314 0.3922 0.1961 10.8332 4.0000 
4103 4104 4 -7.9342 1.7499 -44.2423 -7.8671 1.7044 -44.7357 0.0433 0.5000 0.4314 0.3922 0.1961 11.0115 4.0000 
4104 4105 4 -7.8671 1.7044 -44.7357 -7.8603 1.7006 -44.7854 0.0433 0.0504 0.4314 0.3922 0.1961 11.0296 4.0000 
4105 4106 4 -7.8603 1.7006 -44.7854 -7.8055 1.6828 -45.2821 0.0433 0.5000 0.4314 0.3922 0.1961 11.2101 4.0000 
4106 4107 4 -7.8055 1.6828 -45.2821 -7.7944 1.6759 -45.3711 0.0433 0.0900 0.4314 0.3922 0.1961 11.2428 4.0000 
4107 4108 4 -7.7944 1.6759 -45.3711 -7.7693 1.5853 -45.8622 0.0433 0.5000 0.4314 0.3922 0.1961 11.4259 4.0000 
4108 4109 4 -7.7693 1.5853 -45.8622 -7.7649 1.5761 -45.9105 0.0433 0.0493 0.4314 0.3922 0.1961 11.4441 4.0000 
4109 4110 4 -7.7649 1.5761 -45.9105 -7.7185 1.4825 -46.3994 0.0433 0.5000 0.4314 0.3922 0.1961 11.6296 4.0000 
4110 4111 4 -7.7185 1.4825 -46.3994 -7.6796 1.4464 -46.6120 0.0433 0.2191 0.4314 0.3922 0.1961 11.7116 4.0000 
4111 4112 4 -7.6796 1.4464 -46.6120 -7.6468 1.3282 -47.0967 0.0433 0.5000 0.4314 0.3922 0.1961 11.9004 4.0000 
4112 4113 4 -7.6468 1.3282 -47.0967 -7.6430 1.3147 -47.1519 0.0433 0.0569 0.4314 0.3922 0.1961 11.9221 4.0000 
4113 4114 4 -7.6430 1.3147 -47.1519 -7.6163 1.2405 -47.6456 0.0433 0.5000 0.4314 0.3922 0.1961 12.1135 4.0000 
4114 4115 4 -7.6163 1.2405 -47.6456 -7.6120 1.2248 -47.7534 0.0433 0.1090 0.4314 0.3922 0.1961 12.1556 4.0000 
4115 4116 4 -7.6120 1.2248 -47.7534 -7.6028 1.1574 -48.2488 0.0433 0.5000 0.4314 0.3922 0.1961 12.3499 4.0000 
4116 4117 4 -7.6028 1.1574 -48.2488 -7.5987 1.1437 -48.3333 0.0433 0.0857 0.4314 0.3922 0.1961 12.3835 4.0000 
4117 4118 4 -7.5987 1.1437 -48.3333 -7.5880 1.0777 -48.8288 0.0433 0.5000 0.4314 0.3922 0.1961 12.5808 4.0000 
4118 4119 4 -7.5880 1.0777 -48.8288 -7.5825 1.0618 -48.9398 0.0433 0.1123 0.4314 0.3922 0.1961 12.6255 4.0000 
4119 4120 4 -7.5825 1.0618 -48.9398 -7.5621 0.9979 -49.4353 0.0433 0.5000 0.4314 0.3922 0.1961 12.8260 4.0000 
4120 4121 4 -7.5621 0.9979 -49.4353 -7.5531 0.9838 -49.5608 0.0433 0.1265 0.4314 0.3922 0.1961 12.8771 4.0000 
4121 4122 4 -7.5531 0.9838 -49.5608 -7.5217 0.9286 -50.0567 0.0433 0.5000 0.4314 0.3922 0.1961 13.0809 4.0000 
4122 4123 4 -7.5217 0.9286 -50.0567 -7.5174 0.9197 -50.1436 0.0433 0.0874 0.4314 0.3922 0.1961 13.1168 4.0000 
4123 4124 4 -7.5174 0.9197 -50.1436 -7.5072 0.9095 -50.6434 0.0433 0.5000 0.4314 0.3922 0.1961 13.3238 4.0000 
4124 4125 4 -7.5072 0.9095 -50.6434 -7.5062 0.9150 -50.7354 0.0433 0.0922 0.4314 0.3922 0.1961 13.3623 4.0000 
4125 4126 4 -7.5062 0.9150 -50.7354 -7.5143 0.8876 -51.2346 0.0433 0.5000 0.4314 0.3922 0.1961 13.5727 4.0000 
4126 4127 4 -7.5143 0.8876 -51.2346 -7.5162 0.8814 -51.3575 0.0433 0.1231 0.4314 0.3922 0.1961 13.6250 4.0000 
4127 4128 4 -7.5162 0.8814 -51.3575 -7.5367 0.8381 -51.8552 0.0433 0.5000 0.4314 0.3922 0.1961 13.8390 4.0000 
4128 4129 4 -7.5367 0.8381 -51.8552 -7.5390 0.8270 -52.0003 0.0433 0.1455 0.4314 0.3922 0.1961 13.9018 4.0000 
4129 4130 4 -7.5390 0.8270 -52.0003 -7.5446 0.7775 -52.4978 0.0433 0.5000 0.4314 0.3922 0.1961 14.1198 4.0000 
4130 4131 4 -7.5446 0.7775 -52.4978 -7.5452 0.7717 -52.6426 0.0433 0.1450 0.4314 0.3922 0.1961 14.1836 4.0000 
4131 4132 4 -7.5452 0.7717 -52.6426 -7.5519 0.7496 -53.1421 0.0433 0.5000 0.4314 0.3922 0.1961 14.4056 4.0000 
4132 4133 4 -7.5519 0.7496 -53.1421 -7.5538 0.7441 -53.2631 0.0433 0.1212 0.4314 0.3922 0.1961 14.4599 4.0000 
4133 4134 4 -7.5538 0.7441 -53.2631 -7.5520 0.7294 -53.7629 0.0433 0.5000 0.4314 0.3922 0.1961 14.6860 4.0000 
4134 4135 4 -7.5520 0.7294 -53.7629 -7.5525 0.7339 -53.8453 0.0433 0.0825 0.4314 0.3922 0.1961 14.7236 4.0000 
4135 4136 4 -7.5525 0.7339 -53.8453 -7.5677 0.7364 -54.3450 0.0433 0.5000 0.4314 0.3922 0.1961 14.9537 4.0000 
4136 4137 4 -7.5677 0.7364 -54.3450 -7.5745 0.7355 -54.4978 0.0433 0.1530 0.4314 0.3922 0.1961 15.0248 4.0000 
4137 4138 4 -7.5745 0.7355 -54.4978 -7.6061 0.7542 -54.9965 0.0433 0.5000 0.4314 0.3922 0.1961 15.2594 4.0000 
4138 4139 4 -7.6061 0.7542 -54.9965 -7.6110 0.7614 -55.1422 0.0433 0.1459 0.4314 0.3922 0.1961 15.3286 4.0000 
4139 4140 4 -7.6110 0.7614 -55.1422 -7.6137 0.7652 -55.2081 0.0433 0.0661 0.4314 0.3922 0.1961 15.3600 4.0000 
3961 4141 1008 -0.0655 0.0498 -3.1418 -0.0512 0.2003 -3.2434 0.0295 0.1822 0.5490 0.4902 0.1569 3.0109 2.0000 
4141 4142 1008 -0.0512 0.2003 -3.2434 -0.1020 0.5517 -3.4340 0.0295 0.4030 0.5490 0.4902 0.1569 3.2556 2.0000 
4142 4143 1008 -0.1020 0.5517 -3.4340 -0.0995 0.9038 -3.5992 0.0295 0.3889 0.5490 0.4902 0.1569 3.5344 2.0000 
4143 4144 1008 -0.0995 0.9038 -3.5992 -0.0604 1.2798 -3.7749 0.0295 0.4168 0.5490 0.4902 0.1569 3.9009 2.0000 
4144 4145 1008 -0.0604 1.2798 -3.7749 -0.0898 1.6761 -3.9269 0.0295 0.4255 0.5490 0.4902 0.1569 4.3914 2.0000 
4145 4146 1008 -0.0898 1.6761 -3.9269 -0.1534 2.0321 -4.0926 0.0295 0.3978 0.5490 0.4902 0.1569 5.0499 2.0000 
4146 4147 1008 -0.1534 2.0321 -4.0926 -0.2397 2.3787 -4.2799 0.0295 0.4033 0.5490 0.4902 0.1569 6.2278 2.0000 
4147 4148 1008 -0.2397 2.3787 -4.2799 -0.3849 2.6179 -4.5075 0.0295 0.3608 0.5490 0.4902 0.1569 13.7773 2.0000 
4141 4149 1009 -0.0512 0.2003 -3.2434 0.0342 0.2076 -3.2949 0.0189 0.1000 0.6275 0.5882 0.1176 3.2864 3.0000 
4149 4150 1009 0.0342 0.2076 -3.2949 0.1168 0.2269 -3.3479 0.0189 0.1000 0.6275 0.5882 0.1176 3.3671 3.0000 
4150 4151 1009 0.1168 0.2269 -3.3479 0.2002 0.2472 -3.3992 0.0189 0.1000 0.6275 0.5882 0.1176 3.5027 3.0000 
4151 4152 1009 0.2002 0.2472 -3.3992 0.2801 0.2658 -3.4564 0.0189 0.1000 0.6275 0.5882 0.1176 4.0997 3.0000 
4152 4153 1009 0.2801 0.2658 -3.4564 0.2846 0.2669 -3.4596 0.0189 0.0056 0.6275 0.5882 0.1176 4.6352 3.0000 
4142 4154 1010 -0.1020 0.5517 -3.4340 -0.0711 0.5744 -3.5263 0.0205 0.1000 0.6275 0.5882 0.1176 3.5693 3.0000 
4154 4155 1010 -0.0711 0.5744 -3.5263 -0.0462 0.6004 -3.6196 0.0205 0.1000 0.6275 0.5882 0.1176 3.6491 3.0000 
4155 4156 1010 -0.0462 0.6004 -3.6196 -0.0181 0.6206 -3.7134 0.0205 0.1000 0.6275 0.5882 0.1176 3.7901 3.0000 
4156 4157 1010 -0.0181 0.6206 -3.7134 0.0089 0.6341 -3.7985 0.0205 0.0903 0.6275 0.5882 0.1176 4.8195 3.0000 
4143 4158 1011 -0.0995 0.9038 -3.5992 -0.0100 0.9316 -3.6342 0.0229 0.1000 0.6275 0.5882 0.1176 3.9045 3.0000 
4158 4159 1011 -0.0100 0.9316 -3.6342 0.0773 0.9632 -3.6713 0.0229 0.1000 0.6275 0.5882 0.1176 3.9835 3.0000 
4159 4160 1011 0.0773 0.9632 -3.6713 0.1720 0.9764 -3.7006 0.0229 0.1000 0.6275 0.5882 0.1176 4.1126 3.0000 
4160 4161 1011 0.1720 0.9764 -3.7006 0.2665 0.9914 -3.7297 0.0229 0.1000 0.6275 0.5882 0.1176 4.5267 3.0000 
4161 4162 1011 0.2665 0.9914 -3.7297 0.2812 0.9926 -3.7350 0.0229 0.0157 0.6275 0.5882 0.1176 5.2800 3.0000 
4144 4163 1012 -0.0604 1.2798 -3.7749 -0.0536 1.2878 -3.8744 0.0199 0.1000 0.6275 0.5882 0.1176 4.3680 3.0000 
4163 4164 1012 -0.0536 1.2878 -3.8744 -0.0440 1.2912 -3.9738 0.0199 0.1000 0.6275 0.5882 0.1176 4.4553 3.0000 
4164 4165 1012 -0.0440 1.2912 -3.9738 -0.0338 1.3034 -4.0726 0.0199 0.1000 0.6275 0.5882 0.1176 4.6145 3.0000 
4165 4166 1012 -0.0338 1.3034 -4.0726 -0.0326 1.3087 -4.1538 0.0199 0.0815 0.6275 0.5882 0.1176 5.6809 3.0000 
4145 4167 1013 -0.0898 1.6761 -3.9269 -0.1241 1.7454 -3.8635 0.0172 0.1000 0.6275 0.5882 0.1176 5.0305 3.0000 
4167 4168 1013 -0.1241 1.7454 -3.8635 -0.1556 1.8142 -3.7982 0.0172 0.1000 0.6275 0.5882 0.1176 5.1024 3.0000 
4168 4169 1013 -0.1556 1.8142 -3.7982 -0.1842 1.8939 -3.7449 0.0172 0.1000 0.6275 0.5882 0.1176 5.2158 3.0000 
4169 4170 1013 -0.1842 1.8939 -3.7449 -0.2126 1.9718 -3.6890 0.0172 0.1000 0.6275 0.5882 0.1176 5.5036 3.0000 
4170 4171 1013 -0.2126 1.9718 -3.6890 -0.2212 1.9957 -3.6710 0.0172 0.0311 0.6275 0.5882 0.1176 6.3595 3.0000 
4146 4172 1014 -0.1534 2.0321 -4.0926 -0.2516 2.0301 -4.1115 0.0188 0.1000 0.6275 0.5882 0.1176 6.1155 3.0000 
4172 4173 1014 -0.2516 2.0301 -4.1115 -0.3452 2.0410 -4.1450 0.0188 0.1000 0.6275 0.5882 0.1176 6.1971 3.0000 
4173 4174 1014 -0.3452 2.0410 -4.1450 -0.4382 2.0379 -4.1814 0.0188 0.1000 0.6275 0.5882 0.1176 6.3348 3.0000 
4174 4175 1014 -0.4382 2.0379 -4.1814 -0.5319 2.0182 -4.2103 0.0188 0.1000 0.6275 0.5882 0.1176 6.9757 3.0000 
4175 4176 1014 -0.5319 2.0182 -4.2103 -0.5362 2.0172 -4.2116 0.0188 0.0046 0.6275 0.5882 0.1176 7.4748 3.0000 
4147 4177 1015 -0.2397 2.3787 -4.2799 -0.1798 2.4166 -4.3504 0.0210 0.1000 0.6275 0.5882 0.1176 13.8374 3.0000 
4177 4178 1015 -0.1798 2.4166 -4.3504 -0.1258 2.4580 -4.4237 0.0210 0.1000 0.6275 0.5882 0.1176 13.9204 3.0000 
4178 4179 1015 -0.1258 2.4580 -4.4237 -0.0744 2.5047 -4.4956 0.0210 0.1000 0.6275 0.5882 0.1176 14.0550 3.0000 
4179 4180 1015 -0.0744 2.5047 -4.4956 -0.0377 2.5527 -4.5753 0.0210 0.1000 0.6275 0.5882 0.1176 14.4607 3.0000 
4180 4181 1015 -0.0377 2.5527 -4.5753 -0.0308 2.5614 -4.5902 0.0210 0.0186 0.6275 0.5882 0.1176 15.3007 3.0000 
3963 4182 1016 -0.5646 0.3969 -3.4270 -0.5795 0.8475 -3.4848 0.0300 0.4546 0.5490 0.4902 0.1569 4.5649 2.0000 
3965 4183 1017 -0.9748 0.7238 -3.7316 -1.0991 0.7306 -3.5947 0.0295 0.1850 0.5490 0.4902 0.1569 3.2810 2.0000 
4183 4184 1017 -1.0991 0.7306 -3.5947 -1.3184 0.8538 -3.2782 0.0295 0.4043 0.5490 0.4902 0.1569 3.5210 2.0000 
4184 4185 1017 -1.3184 0.8538 -3.2782 -1.5650 1.0859 -3.0559 0.0295 0.4051 0.5490 0.4902 0.1569 3.8165 2.0000 
4185 4186 1017 -1.5650 1.0859 -3.0559 -1.8782 1.2184 -2.8382 0.0295 0.4037 0.5490 0.4902 0.1569 4.1986 2.0000 
4186 4187 1017 -1.8782 1.2184 -2.8382 -2.1963 1.3269 -2.6461 0.0295 0.3871 0.5490 0.4902 0.1569 4.7156 2.0000 
4187 4188 1017 -2.1963 1.3269 -2.6461 -2.5047 1.4399 -2.4494 0.0295 0.3829 0.5490 0.4902 0.1569 5.5760 2.0000 
4188 4189 1017 -2.5047 1.4399 -2.4494 -2.8573 1.5462 -2.2798 0.0295 0.4054 0.5490 0.4902 0.1569 12.1254 2.0000 
4183 4190 1018 -1.0991 0.7306 -3.5947 -1.1799 0.6956 -3.6420 0.0194 0.1000 0.6275 0.5882 0.1176 3.5771 3.0000 
4190 4191 1018 -1.1799 0.6956 -3.6420 -1.2538 0.6535 -3.6947 0.0194 0.1000 0.6275 0.5882 0.1176 3.6538 3.0000 
4191 4192 1018 -1.2538 0.6535 -3.6947 -1.3267 0.6106 -3.7479 0.0194 0.1000 0.6275 0.5882 0.1176 3.7792 3.0000 
4192 4193 1018 -1.3267 0.6106 -3.7479 -1.3959 0.5728 -3.8095 0.0194 0.1000 0.6275 0.5882 0.1176 4.1871 3.0000 
4193 4194 1018 -1.3959 0.5728 -3.8095 -1.4065 0.5675 -3.8188 0.0194 0.0151 0.6275 0.5882 0.1176 4.9078 3.0000 
4184 4195 1019 -1.3184 0.8538 -3.2782 -1.4092 0.8422 -3.3185 0.0193 0.1000 0.6275 0.5882 0.1176 3.8717 3.0000 
4195 4196 1019 -1.4092 0.8422 -3.3185 -1.5000 0.8321 -3.3592 0.0193 0.1000 0.6275 0.5882 0.1176 3.9497 3.0000 
4196 4197 1019 -1.5000 0.8321 -3.3592 -1.5834 0.8278 -3.4142 0.0193 0.1000 0.6275 0.5882 0.1176 4.0861 3.0000 
4197 4198 1019 -1.5834 0.8278 -3.4142 -1.6545 0.8238 -3.4734 0.0193 0.0927 0.6275 0.5882 0.1176 5.1042 3.0000 
4185 4199 1020 -1.5650 1.0859 -3.0559 -1.5891 1.1828 -3.0612 0.0185 0.1000 0.6275 0.5882 0.1176 4.2663 3.0000 
4199 4200 1020 -1.5891 1.1828 -3.0612 -1.6139 1.2794 -3.0692 0.0185 0.1000 0.6275 0.5882 0.1176 4.3590 3.0000 
4200 4201 1020 -1.6139 1.2794 -3.0692 -1.6389 1.3758 -3.0772 0.0185 0.1000 0.6275 0.5882 0.1176 4.5188 3.0000 
4201 4202 1020 -1.6389 1.3758 -3.0772 -1.6619 1.4698 -3.0878 0.0185 0.0973 0.6275 0.5882 0.1176 5.7627 3.0000 
4186 4203 1021 -1.8782 1.2184 -2.8382 -1.9123 1.3124 -2.8410 0.0175 0.1000 0.6275 0.5882 0.1176 4.7988 3.0000 
4203 4204 1021 -1.9123 1.3124 -2.8410 -1.9511 1.4045 -2.8370 0.0175 0.1000 0.6275 0.5882 0.1176 4.8741 3.0000 
4204 4205 1021 -1.9511 1.4045 -2.8370 -1.9758 1.5014 -2.8381 0.0175 0.1000 0.6275 0.5882 0.1176 5.0091 3.0000 
4205 4206 1021 -1.9758 1.5014 -2.8381 -1.9954 1.5849 -2.8377 0.0175 0.0858 0.6275 0.5882 0.1176 5.9537 3.0000 
4187 4207 1022 -2.1963 1.3269 -2.6461 -2.2820 1.3126 -2.6956 0.0176 0.1000 0.6275 0.5882 0.1176 5.7104 3.0000 
4207 4208 1022 -2.2820 1.3126 -2.6956 -2.3595 1.3091 -2.7587 0.0176 0.1000 0.6275 0.5882 0.1176 5.7927 3.0000 
4208 4209 1022 -2.3595 1.3091 -2.7587 -2.4377 1.3150 -2.8208 0.0176 0.1000 0.6275 0.5882 0.1176 5.9256 3.0000 
4209 4210 1022 -2.4377 1.3150 -2.8208 -2.5213 1.3318 -2.8729 0.0176 0.1000 0.6275 0.5882 0.1176 6.3124 3.0000 
4210 4211 1022 -2.5213 1.3318 -2.8729 -2.5388 1.3355 -2.8838 0.0176 0.0209 0.6275 0.5882 0.1176 7.1739 3.0000 
4188 4212 1023 -2.5047 1.4399 -2.4494 -2.4673 1.4896 -2.3710 0.0197 0.1000 0.6275 0.5882 0.1176 12.1812 3.0000 
4212 4213 1023 -2.4673 1.4896 -2.3710 -2.4170 1.5371 -2.2989 0.0197 0.1000 0.6275 0.5882 0.1176 12.2582 3.0000 
4213 4214 1023 -2.4170 1.5371 -2.2989 -2.3540 1.5881 -2.2403 0.0197 0.1000 0.6275 0.5882 0.1176 12.3836 3.0000 
4214 4215 1023 -2.3540 1.5881 -2.2403 -2.2811 1.6303 -2.1864 0.0197 0.1000 0.6275 0.5882 0.1176 12.7717 3.0000 
4215 4216 1023 -2.2811 1.6303 -2.1864 -2.2684 1.6377 -2.1771 0.0197 0.0174 0.6275 0.5882 0.1176 13.5315 3.0000 
3967 4217 1024 -1.4127 0.9883 -4.1089 -1.4495 1.1178 -3.9057 0.0374 0.2438 0.5490 0.4902 0.1569 3.4412 2.0000 
4217 4218 1024 -1.4495 1.1178 -3.9057 -1.5155 1.3544 -3.5785 0.0374 0.4091 0.5490 0.4902 0.1569 3.6634 2.0000 
4218 4219 1024 -1.5155 1.3544 -3.5785 -1.6774 1.6051 -3.2695 0.0374 0.4295 0.5490 0.4902 0.1569 3.9351 2.0000 
4219 4220 1024 -1.6774 1.6051 -3.2695 -1.7943 1.8350 -3.0432 0.0374 0.3432 0.5490 0.4902 0.1569 4.1906 2.0000 
4220 4221 1024 -1.7943 1.8350 -3.0432 -1.9725 2.1119 -2.8155 0.0374 0.4004 0.5490 0.4902 0.1569 4.5506 2.0000 
4221 4222 1024 -1.9725 2.1119 -2.8155 -2.2397 2.3648 -2.6610 0.0374 0.3990 0.5490 0.4902 0.1569 5.0125 2.0000 
4222 4223 1024 -2.2397 2.3648 -2.6610 -2.5612 2.6012 -2.5349 0.0374 0.4184 0.5490 0.4902 0.1569 5.7003 2.0000 
4223 4224 1024 -2.5612 2.6012 -2.5349 -2.8558 2.7776 -2.4547 0.0374 0.3527 0.5490 0.4902 0.1569 6.6569 2.0000 
4224 4225 1024 -2.8558 2.7776 -2.4547 -3.2246 2.9902 -2.3604 0.0374 0.4360 0.5490 0.4902 0.1569 14.5087 2.0000 
4217 4226 1025 -1.4495 1.1178 -3.9057 -1.5285 1.0740 -3.8628 0.0205 0.1000 0.6275 0.5882 0.1176 3.7400 3.0000 
